Title,Source title,Cited by,Authors Country,Author Keywords,Year
In vitro antiviral activity of favipiravir (T-705) against drug-resistant influenza and 2009 A(H1N1) viruses,Antimicrobial Agents and Chemotherapy,130,"Japan, United States",,2010
"Mutagenicity of benzo[a]pyrene 7,8-dihydrodiol and 7,12-dimethylbenz[a]anthracene 3,4-dihydrodiol in S. typhimurium mediated by microsomes from rat liver and mouse skin",Chemico-Biological Interactions,6,"Germany, France, United Kingdom","7,12-dimethylbenz[a]anthracene, AHH, aryl hydrocarbon (benzo[a]pyrene) hydroxylase, BA, benzo[a]pyrene, benz[a]anthracene, BP, BP 7,8-diol, DMBA, DMBA 3,4-diol, PAH, polycyclic aromatic hydrocarbon, trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene, trans-7,8-dihydro-7,8-dihydroxybenzo[a]pyrene",1980
"A facile route to H -Pyrazolo[5,1- A ]isoquinolines through a multicomponent reaction of 2-Alkynylbenzaldehyde, sulfonylhydrazine, and benzyne",Synthesis (Germany),13,China,"2-Alkynylbenzaldehyde, benzyne, H -pyrazolo[5,1- A ]isoquinoline, silver triflate, tosylhydrazine",2014
Influenza chimeric protein (3M2e-3HA2-NP) adjuvanted with PGA/Alum confers cross-protection against heterologous influenza a viruses,Journal of Microbiology and Biotechnology,8,,"Adjuvant, Cross-reactivity, Influenza virus, Universal vaccine",2021
Serological survey of antibodies to influenza A viruses in a group of people without a history of influenza vaccination,Clinical Microbiology and Infection,14,"China, Hong Kong","Antibody, H9N2, Influenza, Pandemic H1N1, Prevalence",2011
Hepatic metabolism of chlorinated derivatives of bisphenol A (ClxBPA) and interspecies differences between rats and humans,Archives of Toxicology,4,"Canada, France","Chlorinated derivatives of bisphenol A, Hepatocytes, Human health, In vitro, Liver metabolism, Sprague–Dawley rats, Toxicokinetic",2022
"Synthesis of 4-butyl-1-substituted-4H-[1,2,4]triazolo[4,3-a]quinazolin-5-ones as new class of H1-antihistaminic agents",Biomedicine and Pharmacotherapy,20,India,"H<sub>1</sub>-Antihistaminic agents, Quinazolin-5-ones, Sedation",2008
"PA-E18G substitution in influenza A virus confers resistance to ZX-7101, a cap-dependent endonuclease inhibitor",Virologica Sinica,4,China,"Baloxavir marboxil (BXM), Cap-dependent endonuclease (CEN), Drug resistance, Influenza virus",2023
"Reinvestigation of the catalytic mechanism of formyl-CoA transferase, a class III CoA-transferase",Journal of Biological Chemistry,33,"Sweden, United States",,2008
"Synthesis and biological evaluation of 3-heterocyclyl-7,8,9,10-tetrahydro- (7,10-ethano)-1,2,4-triazolo[3,4-a]phthalazines and analogues as subtype-selective inverse agonists for the GABAAα5 benzodiazepine binding site",Journal of Medicinal Chemistry,78,United Kingdom,,2004
"Comparative tumorigenicity of 1- and 3-nitrobenzo[a]pyrenes, and 3,6- and 1,6-dinitrobenzo[a]pyrenes in F344/DuCrj rats",Toxicology Letters,11,Japan,"3,6-Dinitrobenzo[a]pyrene, F344/DuCrj rat, Tumorigenicity",1998
"Microwave assisted synthesis of 2,3,4-trisubstituted 1,2-dihydropyrimido- [1,2-a]benzimidazole",Journal of the Indian Chemical Society,6,India,"2-aminobenzimidazole, Microwave-assisted synthesis, Pyrimidobenzimidazoles",2009
Hair analysis for the biomonitoring of polycyclic aromatic hydrocarbon exposure: comparison with urinary metabolites and DNA adducts in a rat model,Archives of Toxicology,14,Luxembourg,"GC-MS/MS, Hair analysis, Metabolites, Polycyclic Aromatic Hydrocarbons, Rat model",2018
"Synthesis and in vitro/in vivo antibacterial activity of oxazolidinones having thiocarbamate at C-5 on the A-ring and an amide- or urea-substituted [1,2,5]triazepane or [1,2,5]oxadiazepane as the C-ring",European Journal of Medicinal Chemistry,26,Japan,"[1,2,5]Oxadiazepane, [1,2,5]Triazepane, Antibacterial, Methicillin-resistant Staphylococcus aureus, Oxazolidinone",2013
"Diastereoselective synthesis of pyrimido[1,2-a][1,3,5]triazines based on the Biginelli reaction",Tetrahedron,2,Russian Federation,"Amidinothiourea, Biginelli reaction, Diastereoselective synthesis, pyrimido[1,2-a][1,3,5]triazine",2023
"Design, synthesis, docking, and anticancer evaluations of new thiazolo[3,2-a] pyrimidines as topoisomerase II inhibitors",Journal of Enzyme Inhibition and Medicinal Chemistry,9,"Egypt, Saudi Arabia","anticancer, apoptosis, cell cycle, thiazolopyrimidine, Topoisomerase II inhibitiors",2023
"Metabolism and Tumorigenicity of 7-, 8-, 9-, and 10-Fluorobenzo(a)pyrenes",Cancer Research,28,"Jersey, United States",,1982
"The deprotonative metalation of [1,2,3]triazolo[1,5-a]quinoline. Synthesis of 8-haloquinolin-2-carboxaldehydes",Tetrahedron,12,"Spain, France",,2009
"New N-1,N-10-bridged pyrrolo[2,3-a]carbazole-3-carbaldehydes: Synthesis and biological activities",Bioorganic Chemistry,16,"France, Norway","Acute myeloid leukemia, Apoptosis, Molecular modeling, Pim kinase inhibition, Pyrrolo[2,3-a]carbazole-3-carbaldehyde",2014
A concise review on marine bromopyrrole alkaloids as anticancer agents,Bioorganic and Medicinal Chemistry Letters,4,South Africa,"Anticancer activity, Bromopyrrole alkaloids, Marine sponges, Natural products",2023
Bidirectional efficacy at benzodiazepine receptors of a series of imidazopyrimidines illustrated in drug discrimination studies,Drug Development Research,10,United Kingdom,"benzodiazepine receptor ligands, chlordiazepoxide, structure‐efficacy relationships",1991
"An efficient organopromotor L-arginine facilitated synthesis of thiazolo[3,2-a]pyrimidine derivatives in EtOH:H2O solvent",Journal of Heterocyclic Chemistry,1,India,,2023
"Bis(aldehydes): Versatile precursors for novel bis(14H-dibenzo[a,j]xanthenes), bis(pyrano[3,2-c:5,6-c']dichromenedione), and bis(dihydrobenzo[a]xanthenones) via multicomponent reactions",Journal of Heterocyclic Chemistry,6,Egypt,,2021
Lens GABA receptors are a target of GABA-related agonists that mitigate experimental myopia,Medical Hypotheses,11,"Jersey, United States",,2015
A novel protocol for catalyst-free synthesis of fused six-member rings to triazole and pyrazole,Molecular Diversity,8,,"3-Amino-1H-1,2,4-triazole, 3-Amino-1H-pyrazole-4-carbonitrile, Dialkyl acetylenedicarboxylates, Pyrazolo[15-a]pyrimidine, Triazolo[1,5-a]pyrimidine, Triazolo[5,1-b][1,3] thiazine",2020
"A one-pot domino reaction for the synthesis of 3-arylindolizines from pyridines, benzyl halides, and dihalide-substituted electron-deficient alkenes",Synthesis,21,China,"1,3-dipolar cycloadditions, electron-deficient alkenes, indolizine polycycles, N-ylides, one-pot reaction",2010
Co-immunization with tandem repeat heterologous M2 extracellular proteins overcomes strain-specific protection of split vaccine against influenza a virus,Antiviral Research,7,"Georgia, United States","AS04, Influenza virus, M2e5x, Protein, Split vaccine",2015
"2-Cyano-N-(thiophen-2-yl)acetamide in Heterocyclic Synthesis: Synthesis and Antibacterial Screening of Novel Pyrido[1,2-a]thieno[3,2-e]pyrimidine-2-carboxylate Moieties",Journal of Heterocyclic Chemistry,6,Egypt,,2019
Effect of a new β-sitosterol analogue on plasma lipid concentrations in rats,Chemical and Pharmaceutical Bulletin,5,,"β-sitosteryl ester derivative, Cholesterol-reducing agent, Plasma lipid concentration",2004
"The apparent malate synthase activity of Rhodobacter sphaeroides is due to two paralogous enzymes, (3S)-malyl-coenzyme A (CoA)/β-methylmalyl-CoA lyase and (3S)-malyl-CoA thioesterase",Journal of Bacteriology,45,"Germany, United States",,2010
"Artesunate inhibits PDE4 leading to intracellular cAMP accumulation, reduced ERK/MAPK signaling, and blockade of influenza A virus vRNP nuclear export",Antiviral Research,7,"Australia, China","Artesunate (AS), cAMP, ERK/MAPK, Influenza A virus (IAV), PDE4, Viral ribonucleoprotein (vRNP)",2023
Anatomic neuroimaging characteristics of posterior fossa type A ependymoma subgroups,American Journal of Neuroradiology,8,United States,,2021
A clinical approach to the threat of emerging influenza viruses in the Asia-Pacific region,Respirology,21,Hong Kong,"avian influenza, respiratory tract infections, seasonal, treatment, viral",2017
"Nutraceuticals, a Bridge Between Past and Future: Focus on Mushrooms Biological Activities and Myco-Chemistry",Mini-Reviews in Medicinal Chemistry,4,"India, Italy, Mexico","anticancer, Antimicrobial, antiviral, medicinal mushrooms, pharmacological potential, respiratory diseases",2023
                         Structure-Function Evaluation of Imidazopyridine Derivatives Selective for δ-Subunit-Containing γ-Aminobutyric Acid Type A (GABA                         A                         ) Receptors                     ,Journal of Medicinal Chemistry,25,"Germany, Denmark, United Kingdom",,2018
A novel pyrazolopyridine with in vivo activity in Plasmodium berghei- and Plasmodium falciparum-infected mouse models from structure-activity relationship studies around the core of recently identified antimalarial imidazopyridazines,Journal of Medicinal Chemistry,34,"Switzerland, Spain, India, United States, South Africa",,2015
"Metal-Free Synthesis of Trifluoromethyl Carbinol-Containing Imidazo[1,2- a ]pyridines via Dehydrative Coupling of Imidazo[1,2- a ]pyridines with Trifluoroacetaldehyde",Synthesis (Germany),1,China,"dehydrative cross-coupling, HFIP, imidazo[1,2- a ]pyridines, metal-free, trifluoromethylated carbinols",2024
Gamma-Aminobutyric Acid System Genes-No Evidence for a Role in Alcohol Use and Abuse in a Community-Based Sample,Alcoholism: Clinical and Experimental Research,11,United States,"Alcohol Dependence, Association, GABA, Genetics, γ-Aminobutyric Acid",2014
"Searching for new anxiolytic agents among derivatives of 11-dialkylaminoethyl-2,3,4,5-tetrahydrodiazepino[1,2-a]benzimidazole",European Journal of Pharmaceutical Sciences,8,Russian Federation,"anxiolytic, DAB-21, diazepino[1,2-a]benzimidazole, HepG2 cell line, neuropsychotropic activity, privileged scaffolds",2021
Live attenuated H7N7 influenza vaccine primes for a vigorous antibody response to inactivated H7N7 influenza vaccine,Vaccine,60,United States,"H7N7, Influenza, Live attenuated vaccine, Pandemic, Priming",2014
Signal-processing-based bioinformatics approach for the identification of influenza A virus subtypes in Neuraminidase genes,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",5,United Kingdom,"Amino Acid Indices, Discrete Fourier Transform (DFT), F-score, Neuraminidase Genes, Support Vector Machines",2013
"An easy ABD→ABCD strategy to indolo[2,3-a]quinolizin-4-one. Synthesis of deplancheine and yohimbane",Tetrahedron,7,,"Deplancheine, Formal [3+3] cycloaddition reaction, Indolo[2,3-a]quinolizin-4-one, Regioselective reduction, Yohimbane",2005
"M2SR, a novel live single replication influenza virus vaccine, provides effective heterosubtypic protection in mice",Vaccine,34,"Japan, United States","CD8 T cell, Granzyme B, IFN-γ, M2-deficient, Mucosal antibody, Single replication, Sterilizing immunity, Universal influenza vaccine",2016
"Organic reactions in ionic liquids: Ionic liquid-accelerated one-pot synthesis of 2-arylimidazo[1,2-a]pyrimidines",Synthetic Communications,32,China,"2-aminopyrimidine, 2-arylimidazo[1,2-a]pyrimidine, Ionic liquid, One-pot synthesis",2005
"Transition-metal-free synthesis of imidazo[2,1- b ]thiazoles and thiazolo[3,2- a ]benzimidazoles via an S -propargylation/5- exo - Dig cyclization/isomerization sequence using propargyl tosylates as substrates",Journal of Organic Chemistry,25,Germany,,2014
The non-covalent binding of benzo[a]pyrene and its hydroxylated metabolites to intracellular proteins and lipid bilayers,Chemico-Biological Interactions,18,United Kingdom,"3-hydroxybenzo[a]pyrene, 4,5-dihydro-4,5-dihydroxybenzo[a]pyrene, 7,8-dihydro-7,8-dihydroxybenzo[a]pyrene, 9,10-dihydro-9,10-dihydroxybenzo[a]pyrene, benzo[a]pyrene, BP, BP-3-phenol, BP-4,5-dihydrodiol, BP-7,8-dihydrodiol, BP-9,10-dihydrodiol",1980
The Aqueous Leaf Extract of the Medicinal Herb Costus speciosus Suppresses Influenza A H1N1 Viral Activity under In Vitro and In Vivo Conditions,Viruses,4,Sri Lanka,"A (H3N2), A(H9N2), antiviral effect, Costus speciosus, influenza A (H1N1), leaf extract, TB100, transcriptional activator",2023
Sodium taurocholate hydrate inhibits influenza virus replication and suppresses influenza a Virus-triggered inflammation in vitro and in vivo,International Immunopharmacology,4,China,"Antivirus, Influenza A virus, Sodium taurocholate hydrate, TLR4/NF-κB",2023
Degradation of metabolites of benzo[a]pyrene by coupling Penicillium chrysogenum with KMnO4,Journal of Environmental Sciences,13,China,"accumulated, BaP, coupling, metabolites, potassium permanganate",2007
Antiviral effect of fufang yinhua jiedu (FFYH) granules against influenza A virus through regulating the inflammatory responses by TLR7/MyD88 signaling pathway,Journal of Ethnopharmacology,25,China,"Acute lung injury, Antivirals, Fufang-yinhua-jiedu granules, Influenza A virus, TLR7/MyD88",2021
"4-Cyclohexyl-1-substituted-4H-[1,2,4]triazolo [4,3-a] quinazolin-5-ones: Novel class of H1-antihistaminic agents",Chemical Biology and Drug Design,10,India,"H<sub>1</sub>-antihistaminic agents, Quinazolin-5-ones, Sedation",2007
A Comparison of Benzo(a)pyrene Metabolism by Liver and Lung Microsomal Enzymes from 3-Methylcholanthrene-treated Rhesus Monkeys and Rats,Cancer Research,28,United States,,1977
"Antiepileptic activity of novel 2-(substituted benzylidene)-7-(4- fluorophenyl)-5-(furan-2-yl)-2H-thiazolo[3,2-a]pyrimidin-3(7H)-one derivatives",Letters in Drug Design and Discovery,4,"India, Malaysia","Antiepilepsy, Neurotoxicity., Thiazolopyrimidine",2013
A comprehensive influenza reporter virus panel for high-throughput deep profiling of neutralizing antibodies,Nature Communications,38,United States,,2021
Combination of multiplex reverse-transcription loop-mediated isothermal amplification with an immunochromatographic strip for subtyping influenza A virus,Analytica Chimica Acta,58,,"Immunochromatographic strip, Influenza A virus, Multiplex reverse transcription loop-mediated isothermal amplification, Subtyping",2015
"A novel synthesis of highly substituted imidazo[1,5-a]pyrazine derivatives by 3-CR/2-CR sequence",Molecular Diversity,13,,"2,3-Diaminomaleonitrile, Imidazo[1,5-a]pyrazine, Isocyanate, Isocyanide, Multicomponent reaction",2009
"Synthesis, biological activity and mass spectra investigation of 1,2,4- triazino- [2,1-a]-1,2,4-triazine derivatives",Der Pharma Chemica,1,Egypt,,2012
Development of novel conformation-constrained cytotoxic derivatives of cheliensisin A by embedment of small heterocycles,European Journal of Medicinal Chemistry,13,China,"Anticancer, Cheliensisin A, Cytotoxicity, Derivative, Structure-activity relationship",2011
"HPLC separation of 32P-postlabelled DNA adducts formed from dibenz[a,h]anthracene in skin",Chemico-Biological Interactions,15,United Kingdom,"<sup>32</sup>P-Postlabelling, Dibenz[a,h]anthracene, DNA adducts, Skin",1992
"1-Substituted 4-[chloropyrazolyl][1,2,4]triazolo[4,3-a]quinoxalines: Synthesis and structure-activity relationships of a new class of benzodiazepine and adenosine receptor ligands",Archiv der Pharmazie,19,"Austria, Germany","4- [chloropyrazolyl][1,2,4]triazolo[4,3-a]quinoxalines, Adenosine receptors, Benzodiazepine, GABA(A) receptor, Structure-activity relationships",1998
L-malyl-coenzyme A/β-methylmalyl-coenzyme A lyase is involved in acetate assimilation of the isocitrate lyase-negative bacterium Rhodobacter capsulatus,Journal of Bacteriology,51,Germany,,2005
ABT-538 is a potent inhibitor of human immunodeficiency virus protease and has high oral bioavailability in humans,Proceedings of the National Academy of Sciences of the United States of America,566,United States,"acquired immunodeficiency syndrome, antiviral, peptidomimetic",1995
