Title,Source title,Cited by,Authors Country,Author Keywords,Year
Immune quorum sensing dictates IFN-I response dynamics in human plasmacytoid dendritic cells,European Journal of Immunology,0.0,Netherlands,"Droplet-based microfluidics, Heterogeneity, Plasmacytoid dendritic cells, Quorum sensing, Type I interferon",2024
Structural performance and design of S960 ultra-high strength steel non-slender welded I-sections subjected to combined loading,Engineering Structures,20.0,"Australia, China, United Kingdom","Combined loading, Design analysis, Non-slender welded I-sections, Numerical simulations, S960 ultra-high strength steel, Structural response",2023
I-mfa domain proteins specifically interact with HTLV-1 Tax and repress its transactivating functions,Virology,14.0,Japan,"HTLV-1, I-mfa-domain protein, LTR, NF-κB, Protein-protein interaction, Tax, Transcription",2015
Insulin-like growth factor I regulates the expression of isoforms of Wilms' tumor 1 gene in breast cancer,Tumori,4.0,"Japan, United States","Akt, HER2/neu, IGF-I receptor, Insulin-like growth factor I, Wilms' tumor 1 gene",2013
Microwave-assisted alkaline extraction of galactan-rich rhamnogalacturonan I from potato cell wall by-product,Food Chemistry,53.0,Canada,"Functional properties, Galactan-rich rhamnogalacturonan I, Microwave extraction, Pectic polysaccharides, Potato",2016
The severe acute respiratory syndrome coronavirus nucleocapsid inhibits type I interferon production by interfering with TRIM25- mediated RIG-I ubiquitination,Journal of Virology,235.0,China,"Interferon, Nucleocapsid, RIG-I, SARS coronavirus, TRIM25",2017
Semi-I -submaximality,European Journal of Pure and Applied Mathematics,0.0,Thailand,"semi-I-dense set, Semi-I-open set, semi-I-submaximal space",2022
"CSL112, a reconstituted, infusible, plasma-derived apolipoprotein A-I: safety and tolerability profiles and implications for management in patients with myocardial infarction",Expert Opinion on Investigational Drugs,20.0,"Israel, Italy, United States","AEGIS-I trial, apoA-I, CSL112, HDL, High-density lipoprotein, MACE, major adverse cardiac events, myocardial infarction",2018
Modifying Guest OS to optimize I/O virtualization in KVM,Jisuanji Xuebao/Chinese Journal of Computers,3.0,"China, United States","I/O virtualization, KVM, Optimization, Performance evaluation",2010
H-deficient Bombay and para-Bombay red blood cells are most strongly agglutinated by the galactophilic lectins of Aplysia and Pseudomonas aeruginosa that detect I and P1 antigens,Immunohematology,7.0,Israel,"Anti-I, Aplysia lectin, Bombay phenotype, Para-Bombay phenotype, Pseudomonas aeruginosa lectins",2006
"Recruitment of a foreign quinone into the A1 site of photosystem I: Characterization of a menB rubA double deletion mutant in Synechococcus sp. PCC 7002 devoid of FX, FA, and FB and containing plastoquinone or exchanged 9,10-anthraquinone",Journal of Biological Chemistry,29.0,"Germany, United States",,2005
Molecular evolution of the HD-ZIP I gene family in legume genomes,Gene,37.0,China,"Cc, Genetic variation, HD-ZIP I, HD-Zip protein, Ka, Ks, Lj, Mt, NLS, ORF, Pv, Syntenic homology",2014
Effects of des-aspartate-angiotensin I on myocardial ischemia-reperfusion injury in rats,European Journal of Pharmacology,8.0,Singapore,"(Rat heart), Des-aspartate-angiotensin I, Inflammation, Ischemia-reperfusion injury, Prostaglandin",2011
"The apoB/apoA-I ratio: A strong, new risk factor for cardiovascular disease and a target for lipid-lowering therapy - A review of the evidence",Journal of Internal Medicine,473.0,Sweden,"Apolipoprotein B and A-I, Cardiovascular disease, Risk prediction, The apoB/apoA-I ratio",2006
Salmonella Induces the cGAS-STING-Dependent Type I Interferon Response in Murine Macrophages by Triggering mtDNA Release,mBio,20.0,China,"cGAS, interferon, KEYWORDS Salmonella, mtDNA, STING, type I interferon",2022
Organ-specific expression of IL-1 receptor results in severe liver injury in type I interferon receptor deficient mice,Frontiers in Immunology,4.0,Germany,"Anti-inflammatory, Cytokines, Dysregulation, Immune pathology, Poly(I:C)",2019
Inhibition of O6-alkylguanine-DNA alkyltransferase and DNase I activities in vitro by some alkylating substances and antineoplastic agents,Journal of Cancer Research and Clinical Oncology,11.0,Germany,"Alkylating substances, Antineoplastic agents, DNase I, O<sup>6</sup>-Alkyltransferase",1991
"Synthesis, crystal structure and antimicrobial activities of two isomeric gold(I) complexes with nitrogen-containing heterocycle and triphenylphosphine ligands, [Au(L)(PPh3)] (HL=pyrazole and imidazole)",Journal of Inorganic Biochemistry,99.0,Japan,"Antimicrobial activities, Gold(I) complexes, Heterocyclic ligands, Triphenylphosphine, X-ray crystal structures",2000
"Neuron-specific regulation of major histocompatibility complex class I, interferon-β, and anti-viral state genes",Journal of Neuroimmunology,30.0,United States,"Astrocytes, Interferon-β, Major histocompatibility complex class I, Neurons, Virus",1995
The effect of mixed mode I/II on the fracture toughness and fracture behavior of nano-structured metal matrix composites,Materials Science and Engineering: A,7.0,"Egypt, United States","Fracture toughness, Mixed mode I/II, Nano-structured Al composites, Test temperature",2013
Evaluating and optimizing I/O virtualization in kernel-based virtual machine (KVM),Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),38.0,"China, United States","I/O Virtualization, KVM, Optimization, Virtualization",2010
Coherence in Phase I Clinical Trials,Methods and Applications of Statistics in Clinical Trials,0.0,United States,"Continual reassessment method (CRM), Dose-limiting toxicity (DLT), Phase I clinical trials, Phase I design, Real-time coherence",2014
Influence of cytokine and mannose binding protein gene polymorphisms on human T-cell leukemia virus type I (HTLV-I) provirus load in HTLV-I asymptomatic carriers,Human Immunology,15.0,Japan,"HTLV-I associated myelopathy (HAM), Human T-cell leukemia virus type I (HTLV-I), Lymphotoxin (LT)-α, Mannose binding protein (ManBP), Monocyte chemoattractant protein (MCP)-1",2003
Antibody to human T-lymphotropic virus type I/II (HTLV-I/II) among male inmates entering maryland prisons,Journal of Acquired Immune Deficiency Syndromes,13.0,United States,"Epidemiology of retroviruses, HIV-1, Human T-lymphotropic virus type I/II antibodies, Maryland, Prison in mates",1990
Carbonic anhydrase inhibitors: Inhibition of human erythrocyte isozymes i and ii with a series of phenolic acids,Chemical Biology and Drug Design,137.0,Italy,"CA I, CA II isoforms, Carbonic anhydrase, Enzyme inhibitor, Phenolic acid, Polyphenols",2010
A novel Integral-Proportional (I-P) speed controller in PMSM motor drive,Proceedings of the World Congress on Intelligent Control and Automation (WCICA),6.0,China,"I-P Controller, P-I Controller, PMSM Drive, Step Response",2015
Response Facilitation Induced by Insulin-like Growth Factor-I in the Primary Somatosensory Cortex of Mice Was Reduced in Aging,Cells,5.0,"Spain, Peru","Aging, IGF-I, IGF-I receptors, Response facilitation, S1 cortex",2022
Improving I/O performance through the dynamic remapping of object sets,"Proceedings of the 5th IEEE International Workshop on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS'2009",1.0,United States,"Data-intensive applications, High Performance Computing, MPI-IO, Parallel I/O",2009
A novel SET/SEU hardened parallel I/O port,"2009 IEEE Circuits and Systems International Conference on Testing and Diagnosis, ICTD'09",0.0,,"Fault tolerance, I/O port, MEU, SET/SEU",2009
"HLA class I chromosomal region, genes, and products: Facts and questions",Critical Reviews in Immunology,165.0,France,"classical/nonclassical class I genes, human MHC, molecular organization, polymorphism, regulation",1994
Redesigning Xen's memory sharing mechanism for safe and efficient i/o virtualization,HP Laboratories Technical Report,0.0,United States,,2010
Storage-Heterogeneity Aware Task-based Programming Models to Optimize I/O Intensive Applications,IEEE Transactions on Parallel and Distributed Systems,7.0,Spain,"automatic data movement, checkpointing, heterogeneity abstraction, Heterogeneous storage systems, I/O intensive applications, I/O scheduling, resource pooling, task scheduling, task-based programming models",2022
The E3 Ubiquitin Ligase TRIM40 Attenuates Antiviral Immune Responses by Targeting MDA5 and RIG-I,Cell Reports,104.0,China,"innate immunity, MDA5, RIG-I, TRIM40, type I interferon",2017
"A prospective study of serum insulin-like growth factor-I (IGF-I), IGF-II, IGF-binding protein-3 and breast cancer risk",British Journal of Cancer,100.0,United Kingdom,"Breast cancer, IGF-II, IGFBP-3, Insulin-like growth-factor-I (IGF-I), Prospective study",2005
Site-directed mutations affecting the spectroscopic characteristics and midpoint potential of the primary donor in photosystem I,Biochemistry,67.0,"Germany, Jordan, United States",,1996
Further delineation of the clinical spectrum in RNU4ATAC related microcephalic osteodysplastic primordial dwarfism type I,"American Journal of Medical Genetics, Part A",20.0,Egypt,"Abnormal gyral pattern, Interhemispheric cyst, Microcephalic osteodysplastic primordial dwarfism I (MOPD I), Molar tooth sign, Pigmentary disorder, RNU4ATAC, Vasculopathy",2013
Induction of Interferon-Stimulated Genes Correlates with Reduced Growth of Influenza A Virus in Lungs after RIG-I Agonist Treatment of Ferrets,Journal of Virology,1.0,"Australia, Germany","antiviral agents, ferret, influenza, innate immunity, mouse model, RIG-I",2022
Charged Residues in the C-Terminal Domain of Apolipoprotein A-I Modulate Oligomerization,Biochemistry,3.0,"Japan, United States",,2018
Cutting edge: Critical role of IκB kinaseain TLR7/9-induced type I IFN production by conventional dendritic cells,Journal of Immunology,34.0,Japan,,2010
Behavior of symmetric steel I-sections under combined bending and torsion actions allowing for plastic deformations,Magazine of Civil Engineering,7.0,Russian Federation,"Bending moment, Bimoment, I-beam, Plastic shape coefficient, Warping torsion",2014
Insulin-like growth factor-I improves chondrogenesis of predifferentiated human umbilical cord mesenchymal stromal cells,Journal of Orthopaedic Research,42.0,United States,"Chondrogenic differentiation, IGF-I, Stem cells, TGF-beta3, Umbilical cord",2009
Type I interferon receptor signalling deficiency results in dysregulated innate immune responses to SARS-CoV-2 in mice,European Journal of Immunology,6.0,United Kingdom,"in vivo, innate immune response, myeloid cells, SARS-CoV-2, type I IFN",2022
Investigation on local compressive performance of corrugated web I-girder with rectangular grouted tubular flange,Thin-Walled Structures,4.0,China,"Corrugated web I-girder, Effective web length, Failure mode, Local compressive performance, Rectangular grouted tubular flange",2022
Galunisertib downregulates mutant type I collagen expression and promotes MSCs osteogenesis in pediatric osteogenesis imperfecta,Biomedicine and Pharmacotherapy,0.0,"Egypt, Spain, United States","Galunisertib, Mesenchymal stem cells, Osteogenesis, Osteogenesis Imperfecta, Type I collagen",2024
Porcine epidemic diarrhea virus membrane protein interacted with irf7 to inhibit type i ifn production during viral infection,Journal of Immunology,30.0,China,,2021
"Interferon-α mediates human beta cell HLA class I overexpression, endoplasmic reticulum stress and apoptosis, three hallmarks of early human type 1 diabetes",Diabetologia,131.0,"Belgium, Italy","Apoptosis, ER stress, IFNα, MHC class I, Pancreatic beta cells, Pancreatic islets, Type 1 diabetes, Type I IFN signalling",2017
Identification of a Novel NF-κB-binding Site with Regulation of the Murine α2(I) Collagen Promoter,Journal of Biological Chemistry,34.0,United States,,2004
Quenching of bathocuproine disulfonate fluorescence by Cu(I) as a basis for copper quantification,Analytical Biochemistry,47.0,Argentina,"Bathocuproine disulfonate fluorescence, Copper assay, Cu(I) quantification, NADH dehydrogenase-bound copper, Spectrofluorometric method",2002
"The Works of Ali-Shir Nawa i in the Genre of Biography/Hagiography, Elegy, and Memoir Style, Death Ritual; [Ali Sir Nevâyi nin Biyografi/Tezkire Türündeki Risalelerinin Binasi, Aǧit ve Hatirat Üslubu, Ölüm Ritüelleri]",Folklor/Edebiyat,0.0,,"Abdurrahman Jami, Ali-Shir Nawa i, death, Halat-i Seyyid Hasan Big, Seyyid Hasan-i Erdeshir, tazkira (biographical dictionaries)",2024
Icariside I enhances the effects of immunotherapy in gastrointestinal cancer via targeting TRPV4 and upregulating the cGAS-STING-IFN-I pathway,Biomedicine and Pharmacotherapy,0.0,China,"Cancer immunotherapy, cGAS-STING, Gastrointestinal cancer, Icariside I, Innate immunity, TRPV4",2024
HIF-1α Preconditioning Potentiates Antioxidant Activity in Ischemic Injury: The Role of Sequential Administration of Dihydrotanshinone I and Protocatechuic Aldehyde in Cardioprotection,Antioxidants and Redox Signaling,39.0,China,"antioxidant, HIF-1α, I/R injury, phenolic acid, sequential administration, tanshinone",2019
Potential of memory steel reinforcement for shear strengthening of concrete bridge girders with I-sections,"IABSE Symposium Prague, 2022: Challenges for Existing and Oncoming Structures - Report",2.0,"Belgium, Switzerland","active shear strengthening, Girders with I-section, memory steel reinforcement, near surface mounted (NSM)",2022
Transport properties and backward diode-like behaviour in manganite-based p-i-n junctions,Journal of Physics D: Applied Physics,14.0,China,,2008
The prevalence of antibodies to human T-lymphotropic virus type I in different population groups in Papua New Guinea,Archives of Virology,5.0,"United Kingdom, Guinea, Papua New Guinea, United States",,1993
